web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363330-744","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti surgelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/piatti-pronti-surgelati/c/20052","IL GIGANTE Olive all'Ascolana Surgelate 250 g","€ 2,28"
"1525363410-1250","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","Giovanni Rana Gnocchi Ripieni Pomodoro e Mozzarella 500 g","€ 2,18"
"1525363358-926","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pelati, passate e sughi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pelati,-passate-e-sughi/c/20071","Cirio i Classici dal 1856 Pelati 400 g","€ 1,09"
"1525363358-934","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pelati, passate e sughi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pelati,-passate-e-sughi/c/20071","Petti - Il piccanto - Passata di datterini biologici al Jalapeño - 350g","€ 1,98"
"1525363307-590","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per cani","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-cani/c/20003","Pedigree Straccetti in salsa con verdure con Manzo, Verdure e pasta lattina 400 g","€ 1,19"
"1525363371-1008","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","nutella 630 g","€ 4,74"
"1525363261-338","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","ANNAFFIATOIO LT 7","€ 4,95"
"1525363397-1155","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Coppe, budini e dessert","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/coppe,-budini-e-dessert/c/20056","Alpro Soya dessert dark chocolate 4 x 125 g","€ 2,30"
"1525363360-936","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","IL GIGANTE Semola rimacina di grano duro 1 kg","€ 1,14"
"1525363414-1276","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","IL GIGANTE Insalata Russa 200 g","€ 1,48"
"1525363363-955","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","IL GIGANTE Riso fino Ribe Parboiled Sottovuoto 1 kg","€ 1,98"
"1525363436-1428","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi interi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-interi/c/20084","Galbani Galbanetto 190 g","€ 2,99"
"1525363373-1023","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","NESTLÉ KITKAT ORIGINAL Wafer ricoperto di cioccolato al latte 3 snack da 41,5g","€ 2,24"
"1525363382-1080","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","SEPPIA FRESCA PULITA","18,30 €/KG (-20%)"
"1525363278-441","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Nivea Baby Soluzione fisiologica 24 x 5 ml","€ 3,54"
"1525363427-1367","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Fila e Fondi alla Mozzarella 200 g","€ 1,40"
"1525363328-719","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","IL GIGANTE Patate novelle da Forno Prefritte e Surgelate 600 g","€ 2,15"
"1525363330-733","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti surgelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/piatti-pronti-surgelati/c/20052","BUITONI PAELLA SENZA GLUTINE riso con molluschi, crostacei e verdure grigliate surgelato 600g","€ 3,99"
"1525363354-893","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Del Monte Ananas a Fette in Succo 565 g","€ 2,19"
"1525363419-1302","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Cento Bontà Ricetta Delicata al Pecorino 100 g ℮","€ 1,69"
"1525363421-1316","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Parmareggio Mini Stick di Psrmigiano Reggiano DOP 60 g","€ 1,99"
"1525363425-1348","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Altri formaggi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/altri-formaggi/c/20079","Stella Bianca la Robiola 100 g","€ 1,39"
"1525363395-1139","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","LOMBATA SENZA OSSO DI BOVINO ADULTO","14,90 €/KG (-27%)"
"1525363421-1324","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grana e parmigiano","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grana-e-parmigiano/c/20081","Parmareggio Parmigiano Reggiano 24 Mesi DOP 250 g","€ 6,76"
"1525363289-519","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Lines è 10 Assorbenti lungo con ali","€ 3,29"
"1525363267-371","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori cucina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-cucina/c/20096","IL GIGANTE Rotolone Industriale 500 strappi","€ 4,98"
"1525363423-1335","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","Galbani Santa Lucia Mozzarella 125 g","€ 1,17"
"1525363317-661","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Leffe Rituel 9° 750 ml","€ 4,99"
"1525363360-940","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Farine e polenta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/farine-e-polenta/c/20069","Il Molino Chiavazza Cucina facile Farina ''00'' di grano tenero antigrumi 1 kg","€ 0,93"
"1525363395-1138","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","FEGATO DI VITELLO NAZIONALE","17,30 €/KG"
"1525363258-328","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Osram Led Led Retrofit Classic B 37 4W E14 Warm White","€ 5,99"
"1525363376-1040","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cereali colazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/cereali-colazione/c/20023","Misura Multigrain Muesli Croccante con Mandorle e Uvetta 300 g","€ 3,49"
"1525363378-1056","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Twinings Classics Earl Grey Tea 50 g","€ 2,84"
"1525363378-1059","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Sognid'oro Regolarità 20 x 2 g","€ 2,74"
"1525363416-1287","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","INSALATA RUSSA PRODOTTO GASTRONOMICO CON VERDURE MAIONESE E TONNO","9,90 €/KG"
"1525363335-771","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Magnum Mini Classic Almond White 8 x 50 g","€ 4,53"
"1525363416-1285","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","PATE' PRODOTTO GASTRONOMICO CON CARNE DI VITELLO E SUINO","25,90 €/KG"
"1525363320-669","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Fabbri Menta 560 ml","€ 4,54"
"1525363317-667","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Birre","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/birre/c/20010","Birrificio Angelo Poretti Le Originali 6 Luppoli Bock Rossa Doppio Malto 3 x 33 cl","€ 2,44"
"1525363322-695","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","S. PELLEGRINO, Acqua Minerale Naturale Frizzante 1,25L","€ 1,00"
"1525363395-1134","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","CONTROFILETTO DI BOVINO ADULTO SCOTTONA RAZZA PIEMONTESE","23,50 €/KG"
"1525363429-1378","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-da-banco/c/20108","FORMAGGIO EMMENTALER DOP","10,90 €/KG (-22%)"
"1525363410-1239","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","Giovanni Rana Orecchiettine Fresche 500 g","€ 1,99 (-30%)"
"1525363291-534","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Chilly gel detergente intimo 200 ml","€ 2,69"
"1525363267-376","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori cucina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-cucina/c/20096","SET PIATTO PIANO + PIATTO FRUTTA LINEA BICOLOR FUXIA/ROSA","€ 3,96"
"1525363429-1383","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-da-banco/c/20108","FORMAGGIO ROBIOLA BOSINA","16,90 €/KG"
"1525363322-698","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Acqua","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/acqua/c/20007","Sant'Anna Naturale Sorgente Rebruant 1,5 Litri","€ 0,47"
"1525363356-908","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","Rio mare Leggero 4 x 60 g","€ 4,59"
"1525363447-1491","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura/c/20039","BARBABIETOLE SOTTOVUOTO","€ 1,30"
"1525363278-440","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Autan Active Vapo 2 x 100 ml","null"
"1525363440-1448","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-da-banco/c/20107","SALAME PIACENTINO DOP ""GLI STAGIONATI ""","17,90 €/KG"
"1525363294-540","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene orale","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-orale/c/20030","Mentadent Kids soft","€ 4,75"
"1525363438-1434","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Affettati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/affettati/c/20078","Salumificio Trentino Bella la carne salada 125 g","€ 4,48"
"1525363432-1398","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Aia Wudy Bratwurst 180 g","€ 1,99"
"1525363449-1508","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Preparati di frutta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/preparati-di-frutta/c/20038","Tropicana Pure Premium Arancia Bionda 1 L","€ 3,34"
"1525363278-454","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Autan Family care Vapo insetto repellente 100 ml","€ 6,39"
"1525363286-494","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Elvive Argilla Straordinaria Shampoo Idratante Capelli Normali 250 ml","€ 3,29"
"1525363354-896","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Sottoli, sottaceti, frutta e verdura conservata","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/sottoli,-sottaceti,-frutta-e-verdura-conservata/c/20075","Sunsweet Prugne California premium denocciolate 250 g","€ 4,63"
"1525363403-1200","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Beppino Occelli Burro 125 g","€ 2,47"
"1525363403-1203","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Parmareggio Burro 200 g","€ 1,79"
"1525363289-509","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Tena Lady Maxi 12 assorbenti","€ 6,84"
"1525363382-1079","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","FILETTO DI NASELLO","11,90 €/KG"
"1525363328-726","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","Orogel Cubello Spinaci Foglia Più Surgelati 900 g","€ 3,45"
"1525363309-601","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura e salute","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/cura-e-salute/c/20095","IL GIGANTE Salviettine detergenti per bimbo 20 pezzi","€ 1,29"
"1525363371-1021","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Fette e spalmabili","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/fette-e-spalmabili/c/20024","Miomiele Millefiori 500 g","€ 8,98"
"1525363254-308","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Aria aperta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/aria-aperta/c/20087","FIAMMIFERO DIAVOLINA 45 FIAMME CON ACCENSIONE DI SICUREZZA","€ 2,80"
"1525363345-836","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","Enervit Power sport Protein bar gusto cocco-ciok 40 g","€ 1,71"
"1525363254-303","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Aria aperta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/aria-aperta/c/20087","ACCENDIGRILL LIQUIDO DIAVOLINA","€ 4,60"
